Label	Clip
Lens	 I will say that if I could buy it again I would but not with the kit lenses yes it seems like a good deal. But anyone that knows cameras and knows their way around with them will tell you they are crap lenses
Lens	The lens makes noises when youre recording videos using the continuous auto focus function and sometimes its not very accurate. If you buy this camera and this is your concern you can simply use manual focus which is not difficult.
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses. It is also good for trips taking pictures of kids or in any other situation where you dont want to change lenses. And you save about 100 when purchasing this kit compared to body + 18-135mm Canon lens.
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses. It is also good for trips taking pictures of kids or in any other situation where you dont want to change lenses.
Lens	 The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens.
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens.
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens.
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses.
Lens	Im happy with my choice so far having purchased the camera first of all to take high quality photos of fairly small works of sculpture art using the Canon 60mm macro lens.
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses.
Lens	Focus in live picture mode is slow 
Lens	#N/A
Lens	#N/A
Lens	#N/A
Lens	#N/A
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses.
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses. It is also good for trips
Lens	nice upgrade to the standard kit 18-55mm lens.
Lens	I am impressed with the lens that comes with the camera for the wide angle aspect of it due to a lot of places I shoot pictures there are a lot of people and requires me to get close to get the shot I want.
Lens	The lens makes noises when youre recording videos using the continuous auto focus function and sometimes its not very accurate. If you buy this camera and this is your concern you can simply use manual focus which is not difficult.
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses. It is also good for trips taking pictures of kids or in any other situation where you dont want to change lenses. 
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens.
Lens	This camera/lens kit is probably the best you can get for the money.
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses
Lens	good for trips taking pictures of kids or in any other situation where you dont want to change lenses
Lens	18-135mm lens is a nice upgrade
Lens	#N/A
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens.
Lens	It is also good for trips taking pictures of kids or in any other situation where you dont want to change lenses
Lens	Performance. Minimal shutter lag good low-light performance nice video
Lens	Focus in live picture mode is slow
Lens	 this is the ultimate walk-around lens for a crop body camera
Lens	I chose the t2i over t3i because I didnt feel I would need to use the movable lcd screen
Lens	especially like the articulated LCD screen on the back of the camera that allows it to be positioned so that otherwise very awkward camera positions ie overhead or low to the ground are easily possible
Lens	his camera is very tight on power consumption and has extreme accuracy when you set it for pinpoint focusing as I do for model and portrait photography work.
Lens	Auto focus in  live view  mode seeing through the lcd instead of the viewfinder is extremely slow. Makes me not ever wanting to use it.
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens.
Lens	Pros- The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens.
Lens	Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens.
Lens	Well I have since done some research and participated in forums and found out there is a problem with the D3100 choosing very high ISO levels in Auto Mode no matter the setting.  This is causing the grain/dull/no detailed photos
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens.
Lens	#N/A
Lens	And you save about 100 when purchasing this kit compared to body + 18-135mm Canon lens
Lens	Pair it with the lens of your choice
Lens	 Nikon has a better lenses but when it comes down to it you can buy any lens for your camera.
Lens	Pros- The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses. It is also good for trips taking pictures of kids or in any other situation where you dont want to change lenses. And you save about 100 when purchasing this kit compared to body + 18-135mm Canon lens.- Performance. Minimal shutter lag good low-light performance nice video.- Relatively light about 1 kg / 2 pounds with lens again good for trips.Cons- Price- Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.- No autofocus when zooming while taking video pressing shutter button half way focuses the picture.- Focus in live picture mode is slow even slower than on most point and shoot camerasOther Recommendations- Make sure to get UV filter mostly for protecting the lens and a spare battery Ive got the Opteka one for 
