Labels	Clips
Picture Quality Nikon D3100 1080p Adobe Photoshop Point-and-shoot camera Camera D5000 Live preview Autofocus Focal length Shutter speed Viewfinder Zoom lens (photography) Ultrasonic motor Canon (company) Flash Color balance Film Drowning Eastman Kodak 135 film Mode dial Ergonomics Macrophotography DV Telephoto Firmware Digital single-lens reflex Single-lens F-number 35 mm DX format Lens (optics) Wide-angle Angle Image resolution Megapixel Liquid crystal display Pixel Display Computer monitor Out of the box	t teaches you how to set up the camera for fantastic shots.  I have learned more using that mode in one week than from the weeks Ive spent reading books and websites.  For the money I saved on the camera I was able to purchase a telephoto lens to go with it.  Worth every penny.  I look forward to many years of great photos.
Picture Quality Nikon D3100 1080p Adobe Photoshop Point-and-shoot camera Camera D5000 Live preview Autofocus Focal length Shutter speed Viewfinder Zoom lens (photography) Ultrasonic motor Canon (company) Flash Color balance Film Drowning Eastman Kodak 135 film Mode dial Ergonomics Macrophotography DV Telephoto Firmware Digital single-lens reflex Single-lens F-number 35 mm DX format Lens (optics) Wide-angle Angle Image resolution Megapixel Liquid crystal display Pixel Display Computer monitor Out of the box	 Auto point and shoot Mode was not taking the quality of pictures I was hoping for.  The pictures looked dull and when I looked at the original file I noticed it was from the amount of grain in the picture.  The grain was drowning out the details and almost made the picture look out of focus.  It was happening whether I was indoor or outdoor flash or no flash
Picture Quality Nikon D3100 1080p Adobe Photoshop Point-and-shoot camera Camera D5000 Live preview Autofocus Focal length Shutter speed Viewfinder Zoom lens (photography) Ultrasonic motor Canon (company) Flash Color balance Film Drowning Eastman Kodak 135 film Mode dial Ergonomics Macrophotography DV Telephoto Firmware Digital single-lens reflex Single-lens F-number 35 mm DX format Lens (optics) Wide-angle Angle Image resolution Megapixel Liquid crystal display Pixel Display Computer monitor Out of the box	Picture quality on this t2i is stunning so many features that it will take me months to figure out how to really get the most out of this camera. I have done months of research before buying this T2i 18-135mm model and according to the experts there is really not much difference betrween t2i and the t3i. for 150 bucks less I do not need a rotating screen and other minute extended features.
Picture Quality Nikon D3100 1080p Adobe Photoshop Point-and-shoot camera Camera D5000 Live preview Autofocus Focal length Shutter speed Viewfinder Zoom lens (photography) Ultrasonic motor Canon (company) Flash Color balance Film Drowning Eastman Kodak 135 film Mode dial Ergonomics Macrophotography DV Telephoto Firmware Digital single-lens reflex Single-lens F-number 35 mm DX format Lens (optics) Wide-angle Angle Image resolution Megapixel Liquid crystal display Pixel Display Computer monitor Out of the box	I purchased a Nikon D3100 about a month ago and right out of the box I noticed the Auto point and shoot Mode was not taking the quality of pictures I was hoping for.  The pictures looked dull and when I looked at the original file I noticed it was from the amount of grain in the picture.  The grain was drowning out the details and almost made the picture look out of focus.  It was happening whether I was indoor or outdoor flash or no flash
Picture Quality Nikon D3100 1080p Adobe Photoshop Point-and-shoot camera Camera D5000 Live preview Autofocus Focal length Shutter speed Viewfinder Zoom lens (photography) Ultrasonic motor Canon (company) Flash Color balance Film Drowning Eastman Kodak 135 film Mode dial Ergonomics Macrophotography DV Telephoto Firmware Digital single-lens reflex Single-lens F-number 35 mm DX format Lens (optics) Wide-angle Angle Image resolution Megapixel Liquid crystal display Pixel Display Computer monitor Out of the box	I purchased a Nikon D3100 about a month ago and right out of the box I noticed the Auto point and shoot Mode was not taking the quality of pictures I was hoping for.  The pictures looked dull and when I looked at the original file I noticed it was from the amount of grain in the picture.  The grain was drowning out the details and almost made the picture look out of focus.  It was happening whether I was indoor or outdoor flash or no flash.  I chang
Picture Quality Nikon D3100 1080p Adobe Photoshop Point-and-shoot camera Camera D5000 Live preview Autofocus Focal length Shutter speed Viewfinder Zoom lens (photography) Ultrasonic motor Canon (company) Flash Color balance Film Drowning Eastman Kodak 135 film Mode dial Ergonomics Macrophotography DV Telephoto Firmware Digital single-lens reflex Single-lens F-number 35 mm DX format Lens (optics) Wide-angle Angle Image resolution Megapixel Liquid crystal display Pixel Display Computer monitor Out of the box	I took some picture with the Auto mode and they came out very good. Also i loved the guide mode when in doubt use guide. The best part was the 1080P video. I took a dance performances of my wife and Kids at local community get together and they came out so good and my wife who is very difficult to please liked it so much that she said that next time we will shoot the video only with our Nikon D3100  I guess now i can finally retire my mini DV video camera.
Picture Quality Nikon D3100 1080p Adobe Photoshop Point-and-shoot camera Camera D5000 Live preview Autofocus Focal length Shutter speed Viewfinder Zoom lens (photography) Ultrasonic motor Canon (company) Flash Color balance Film Drowning Eastman Kodak 135 film Mode dial Ergonomics Macrophotography DV Telephoto Firmware Digital single-lens reflex Single-lens F-number 35 mm DX format Lens (optics) Wide-angle Angle Image resolution Megapixel Liquid crystal display Pixel Display Computer monitor Out of the box	I researched several SLRs before deciding on the Canon T3i.  Im happy with my choice so far having purchased the camera first of all to take high quality photos of fairly small works of sculpture art using the Canon 60mm macro lens.  For that use the camera and lens seem to work very well.  I find the ergonomic arrangement of controls on the camera to very very intuitive and pleasant to use.  The camera feels solid and is easy to hold with the very adequate right hand grip that has a rubberized cover allowing the user to maintain a firm grip. 
Picture Quality Nikon D3100 1080p Adobe Photoshop Point-and-shoot camera Camera D5000 Live preview Autofocus Focal length Shutter speed Viewfinder Zoom lens (photography) Ultrasonic motor Canon (company) Flash Color balance Film Drowning Eastman Kodak 135 film Mode dial Ergonomics Macrophotography DV Telephoto Firmware Digital single-lens reflex Single-lens F-number 35 mm DX format Lens (optics) Wide-angle Angle Image resolution Megapixel Liquid crystal display Pixel Display Computer monitor Out of the box	Well I have since done some research and participated in forums and found out there is a problem with the D3100 choosing very high ISO levels in Auto Mode no matter the setting.  This is causing the grain/dull/no detailed photos.  You would expect Auto Modes to take easy great pictures in an entry level camera most people coming from point and shoot cameras.  If you want sharp pictures you have to use P S A or M modes with the D3100.  There you can control the ISO manually or use Auto ISO and choose a lower maximum ISO setting.  Apparently this is a discussed firmware issue but Nikon claimed they hadnt heard about it when I messaged them
Picture Quality Nikon D3100 1080p Adobe Photoshop Point-and-shoot camera Camera D5000 Live preview Autofocus Focal length Shutter speed Viewfinder Zoom lens (photography) Ultrasonic motor Canon (company) Flash Color balance Film Drowning Eastman Kodak 135 film Mode dial Ergonomics Macrophotography DV Telephoto Firmware Digital single-lens reflex Single-lens F-number 35 mm DX format Lens (optics) Wide-angle Angle Image resolution Megapixel Liquid crystal display Pixel Display Computer monitor Out of the box	Since I have switched from Nikon to Canon a lot of my review is based on comparison to Nikon.ProsCanon service is apparently better than nikon. Will edit this if this does not turn out to be true. My switch was mostly due to pathetic nikon warranty service.The IS works really well and I think better than nikons which I had tried for a week with a borrowed D5000.Digital 3x zoom in video mode.The 430EX II external flash can be supported by the camera wirelessly. On nikons this is only true for the more expensive SB800s flashes.ConsAuto focus in  live view  mode seeing through the lcd instead of the viewfinder is extremely slow. Makes me not ever wanting to use it.Most canon lenses have loud autofocus motors. The lenses with the nicer USM AF motors are too expensive.No mode in canon to set Av mode and set min shutter speed while letting the camera pick the ISO. Standard in Nikons. Canon seems to pick the shutter speed based on the zoom focal length selected.White balance in Full auto mode sometimes messes up. Some pictures came out blue-ish.No good priced  normal  50mm/35mm lens available. There is only one 50mm el-cheapo which apparently looks extremely cheap but I will buy it anyway.
Picture Quality On Auto Mode 1080p	I took some picture with the Auto mode and they came out very good. Also i loved the guide mode when in doubt use guide. The best part was the 1080P video
Picture Quality On Auto Mode 1080p	The pictures looked dull and when I looked at the original file I noticed it was from the amount of grain in the picture.  The grain was drowning out the details and almost made the picture look out of focus.  It was happening whether I was indoor or outdoor flash or no flash.  I changed the camera to P S A 
Picture Taking Shutter lag (photography)	Minimal shutter lag good low-light performance
Pictures	I get alot of great compliments on my pictures they are professional looking my family and friends say and these are just on the automatic setting
Pixel  Nikon D3100 Digital single-lens reflex camera Nikkor DX format Single-lens Autofocus Camera lens CMOS	Nikon D3100 16.2MP CMOS Digital SLR Camera with 18-55mm f/3.5-5.6 AF-S DX VR Nikkor Zoom Lens
Pixel Image stabilization	FULL HD VIDEO RECORDING60fps HD Recording AMAZING slow motion Manual video controlsMic input18MP Stills  best for the money competitors are usually 16MPBuilt in image stabilizer 18-55mm lensSomewhat Compact sizeEase of useFast start up speed I have caught videos with this camera seconds away from missing a fast moving skate turns on in about 1 secondPRICE since the T3i came out this camera is going down in price but essentially is the same camera as the T3i
Pixels Pixel Megapixel Canon (company) Digital camera Liquid crystal display Autofocus Lithium-ion battery Zoom lens Nikon Computer monitor Camera Single-lens reflex D3100	pixels
Pixels Pixel Megapixel Canon (company) Digital camera Liquid crystal display Autofocus Lithium-ion battery Zoom lens Nikon Computer monitor Camera Single-lens reflex D3100	 It only has 230000 pixels Canon t2i has 1.02 million pixels. 
Pixels Pixel Megapixel Canon (company) Digital camera Liquid crystal display Autofocus Lithium-ion battery Zoom lens Nikon Computer monitor Camera Single-lens reflex D3100	Pros1. Light weight great body design. Even with my bigger hands I can handle the camera with comfortability.2. Easy to operate. The buttons are spread evenly on left side and right side so you can use them with both hands quickly. For Canon t2i you do most things with your right thumb that slows you down a little bit.3. Takes good quality of videos.4. Very fast auto focus on shooting.Cons1. No wireless remote.2. Low resolution of LCD screen. It only has 230000 pixels Canon t2i has 1.02 million pixels. Sometimes when youre viewing playback you may need to zoom in to check the sharpness of the picture or do it with your computer monitor.3. The lens makes noises when youre recording videos using the continuous auto focus function and sometimes its not very accurate. If you buy this camera and this is your concern you can simply use manual focus which is not difficult.4. Battery life is not too great. I need to charge it everyday. To be safe consider to buy an extra Nikon EN-EL14 Rechargeable Li-Ion Battery for Nikon D3100 SLR and P7000 Digital Cameras.
